customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,senior_citizen,partner,dependents,phone_service,multiple_lines,online_security,online_backup,tech_support,streaming_tv,streaming_movies,paperless_billing,churn
CUST-02079,36,81.5,2970.96,Two year,No,Credit card,0,Yes,Yes,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02080,68,19.02,1313.17,Month-to-month,No,Credit card,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02081,41,37.87,1550.25,Two year,Fiber optic,Mailed check,0,No,No,No,No phone service,No,Yes,No,No,Yes,Yes,0
CUST-02082,62,68.12,4237.98,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02083,10,114.95,1141.43,Two year,No,Electronic check,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02084,21,57.13,1216.31,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,1
CUST-02085,36,61.29,2158.62,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-02086,12,90.9,1070.4,Month-to-month,DSL,Electronic check,0,Yes,No,No,No phone service,Yes,Yes,Yes,No,No,Yes,1
CUST-02087,2,79.59,178.77,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,No,No,No,Yes,No,Yes,1
CUST-02088,13,48.49,625.38,Two year,Fiber optic,Bank transfer,0,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,0
CUST-02089,53,59.9,3178.85,One year,Fiber optic,Bank transfer,0,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,0
CUST-02090,32,40.21,1259.78,Two year,DSL,Mailed check,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0
CUST-02091,16,116.53,1901.44,One year,DSL,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1
CUST-02092,32,31.32,1026.05,Month-to-month,Fiber optic,Bank transfer,1,No,No,Yes,No,No,No,No,No,No,Yes,1
CUST-02093,32,55.93,1785.75,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,0
CUST-02094,11,20.64,218.95,Two year,Fiber optic,Credit card,1,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0
CUST-02095,10,40.62,426.79,One year,Fiber optic,Credit card,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0
CUST-02096,15,97.61,1503.8,One year,DSL,Bank transfer,0,No,No,Yes,No,Yes,No,No,No,Yes,No,1
CUST-02097,17,38.52,673.92,Month-to-month,DSL,Bank transfer,0,No,No,Yes,No,Yes,No,No,Yes,No,No,1
CUST-02098,40,26.17,1090.24,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0
CUST-02099,18,66.39,1176.57,Two year,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,No,No,Yes,No,No,No,1
CUST-02100,55,19.02,1029.71,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,1
CUST-02101,25,26.65,642.47,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,No,No,Yes,No,Yes,No,0
CUST-02102,59,100.38,5931.26,Month-to-month,DSL,Bank transfer,0,No,No,No,No phone service,No,Yes,No,No,No,Yes,1
CUST-02103,22,96.69,2130.69,One year,DSL,Mailed check,0,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,0
CUST-02104,30,111.34,3337.16,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No phone service,Yes,Yes,No,No,Yes,Yes,1
CUST-02105,44,105.16,4643.23,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,No,Yes,Yes,No,Yes,No,0
CUST-02106,32,87.68,2830.41,Month-to-month,Fiber optic,Mailed check,1,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,1
CUST-02107,51,23.34,1159.83,Month-to-month,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02108,46,97.85,4489.16,Month-to-month,DSL,Credit card,1,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,1
CUST-02109,21,104.24,2205.44,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0
CUST-02110,32,99.51,3174.97,Two year,Fiber optic,Mailed check,1,Yes,No,Yes,Yes,No,No,No,No,No,Yes,0
CUST-02111,39,69.86,2708.58,Two year,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0
CUST-02112,12,41.76,521.49,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,No,No,No,No,No,Yes,Yes,0
CUST-02113,47,104.22,4872.55,One year,Fiber optic,Credit card,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,1
CUST-02114,18,92.17,1653.03,One year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,1
CUST-02115,21,118.04,2485.41,Month-to-month,DSL,Credit card,1,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,1
CUST-02116,13,33.88,428.96,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,0
CUST-02117,21,41.02,877.08,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,0
CUST-02118,8,39.6,305.42,Month-to-month,No,Mailed check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-02119,46,98.84,4574.81,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,1
CUST-02120,7,37.06,256.91,Two year,Fiber optic,Bank transfer,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,0
CUST-02121,23,24.8,583.83,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,1
CUST-02122,22,119.85,2651.62,One year,No,Bank transfer,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02123,22,20.53,439.11,Month-to-month,No,Electronic check,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-02124,29,103.19,2951.44,Month-to-month,Fiber optic,Electronic check,1,Yes,No,No,No phone service,Yes,No,No,No,Yes,No,1
CUST-02125,13,55.27,725.73,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,1
CUST-02126,2,103.84,209.13,Month-to-month,DSL,Electronic check,0,Yes,No,No,No phone service,Yes,Yes,No,Yes,Yes,Yes,0
CUST-02127,29,74.57,2173.65,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,0
CUST-02128,52,109.97,5713.91,One year,Fiber optic,Mailed check,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,0
CUST-02129,27,112.47,3028.08,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,0
CUST-02130,50,18.93,986.67,One year,DSL,Bank transfer,0,Yes,No,Yes,No,Yes,No,Yes,No,No,No,0
CUST-02131,23,25.69,561.42,Two year,Fiber optic,Electronic check,1,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,1
CUST-02132,44,43.54,1930.44,One year,DSL,Electronic check,0,No,No,Yes,No,No,No,Yes,No,No,Yes,0
CUST-02133,22,86.27,1886.45,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0
CUST-02134,43,108.6,4663.08,One year,DSL,Electronic check,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,1
CUST-02135,37,64.91,2395.33,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,Yes,No,Yes,No,0
CUST-02136,61,79.91,4858.44,Two year,DSL,Electronic check,1,No,No,No,No phone service,No,No,Yes,Yes,No,Yes,0
CUST-02137,56,37.23,2096.3,Month-to-month,DSL,Bank transfer,1,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,1
CUST-02138,3,100.11,328.14,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0
CUST-02139,63,116.67,7359.61,Month-to-month,DSL,Mailed check,0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,0
CUST-02140,19,45.4,864.67,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,Yes,No,No,No,1
CUST-02141,23,68.47,1555.08,Two year,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02142,29,26.78,786.96,Month-to-month,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02143,30,75.03,2294.03,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,0
CUST-02144,39,69.28,2694.31,Two year,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-02145,25,32.73,810.73,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,1
CUST-02146,8,63.09,493.5,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02147,58,52.08,3010.85,One year,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,1
CUST-02148,16,71.23,1084.77,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0
CUST-02149,72,77.74,5605.38,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,0
CUST-02150,1,18.87,1.96,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,1
CUST-02151,5,95.62,445.89,One year,Fiber optic,Bank transfer,0,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,1
CUST-02152,3,90.73,287.25,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0
CUST-02153,65,55.36,3576.76,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,No,Yes,No,No,No,Yes,No,0
CUST-02154,4,23.4,86.83,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1
CUST-02155,64,95.0,6109.33,Month-to-month,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02156,10,115.43,1126.12,Two year,No,Bank transfer,0,No,Yes,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-02157,21,42.5,861.85,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,No,No,Yes,No,Yes,No,No,1
CUST-02158,46,51.0,2351.39,Two year,Fiber optic,Electronic check,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1
CUST-02159,27,36.75,1015.24,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-02160,66,76.85,5040.61,Two year,No,Bank transfer,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02161,41,33.79,1393.54,One year,DSL,Credit card,0,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,1
CUST-02162,13,54.33,717.91,One year,DSL,Mailed check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,0
CUST-02163,9,89.1,760.72,Month-to-month,DSL,Credit card,0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,0
CUST-02164,36,75.13,2720.65,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0
CUST-02165,58,57.42,3347.89,Month-to-month,DSL,Mailed check,1,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,0
CUST-02166,54,60.87,3280.74,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,0
CUST-02167,12,75.34,929.13,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,No,No,Yes,0
CUST-02168,14,18.6,283.13,Two year,Fiber optic,Electronic check,1,No,No,Yes,No,Yes,No,No,Yes,No,No,0
CUST-02169,34,26.01,886.4,One year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1
CUST-02170,53,107.89,5709.14,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,No,Yes,No,No,No,No,1
CUST-02171,20,25.94,499.34,One year,No,Mailed check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02172,16,90.09,1440.69,Month-to-month,No,Credit card,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02173,70,111.84,7840.2,Two year,Fiber optic,Electronic check,0,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,0
CUST-02174,56,45.61,2547.68,One year,No,Credit card,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02175,58,55.79,3191.87,One year,DSL,Credit card,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0
CUST-02176,4,76.03,329.49,Month-to-month,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-02177,4,107.93,435.52,Two year,DSL,Bank transfer,1,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,0
CUST-02178,20,114.07,2273.81,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,No,No,Yes,No,0
CUST-02179,10,93.44,951.54,One year,DSL,Electronic check,0,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0
CUST-02180,24,26.84,674.65,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,Yes,No,No,No,Yes,No,0
CUST-02181,26,86.25,2186.46,One year,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,0
CUST-02182,37,59.85,2223.14,One year,Fiber optic,Mailed check,0,Yes,No,Yes,No,No,Yes,No,No,Yes,No,0
CUST-02183,54,66.01,3536.01,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,1
CUST-02184,21,23.01,493.19,Month-to-month,No,Credit card,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-02185,38,37.49,1427.18,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,0
CUST-02186,46,98.63,4549.69,One year,DSL,Electronic check,0,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0
CUST-02187,4,64.3,247.22,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1
CUST-02188,60,48.77,2888.74,Month-to-month,No,Electronic check,0,No,No,No,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02189,57,57.17,3249.68,One year,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,0
CUST-02190,45,105.15,4739.89,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,No,No,1
CUST-02191,20,94.4,1908.31,Month-to-month,Fiber optic,Mailed check,1,Yes,No,No,No phone service,No,No,No,Yes,No,No,0
CUST-02192,17,45.78,754.82,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,0
CUST-02193,71,29.99,2149.83,Two year,DSL,Bank transfer,0,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,0
CUST-02194,4,43.7,161.84,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0
CUST-02195,14,111.92,1574.13,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,No,No,No,No,No,Yes,No,0
CUST-02196,3,77.32,221.76,Two year,DSL,Electronic check,0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,1
CUST-02197,58,72.41,4203.42,Month-to-month,DSL,Mailed check,0,No,Yes,Yes,No,Yes,No,No,No,No,Yes,1
CUST-02198,55,78.83,4353.49,Two year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0
CUST-02199,4,55.33,196.78,Month-to-month,DSL,Bank transfer,0,No,No,Yes,No,No,No,No,No,No,Yes,1
CUST-02200,24,100.32,2394.08,Month-to-month,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-02201,34,71.38,2430.62,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,No,Yes,Yes,Yes,No,No,0
CUST-02202,30,29.91,945.33,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,0
CUST-02203,19,31.16,574.78,Month-to-month,DSL,Mailed check,1,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,1
CUST-02204,31,72.76,2296.36,One year,DSL,Electronic check,0,No,No,Yes,No,No,No,No,Yes,Yes,No,1
CUST-02205,60,113.53,6851.89,Two year,No,Bank transfer,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02206,60,49.45,2965.05,Month-to-month,Fiber optic,Mailed check,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,0
CUST-02207,19,106.69,2021.15,Month-to-month,DSL,Bank transfer,1,No,No,Yes,Yes,No,No,No,Yes,No,Yes,0
CUST-02208,49,95.94,4687.22,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,No,No,Yes,Yes,No,No,No,0
CUST-02209,63,43.28,2725.28,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,1
CUST-02210,22,21.71,449.49,One year,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02211,24,28.39,679.84,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0
CUST-02212,30,92.31,2799.24,One year,Fiber optic,Credit card,0,No,No,Yes,No,Yes,No,Yes,Yes,No,No,0
CUST-02213,58,38.37,2213.24,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No phone service,No,Yes,Yes,No,No,No,1
CUST-02214,31,55.87,1727.16,Month-to-month,No,Credit card,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02215,64,69.17,4392.86,Month-to-month,No,Credit card,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02216,19,92.0,1755.48,Month-to-month,DSL,Mailed check,1,No,Yes,No,No phone service,No,Yes,No,Yes,Yes,Yes,1
CUST-02217,48,29.55,1423.69,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No phone service,No,No,Yes,Yes,Yes,Yes,0
CUST-02218,45,59.45,2676.52,One year,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,1
CUST-02219,55,67.48,3707.06,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,1
CUST-02220,55,73.16,4017.94,Month-to-month,No,Mailed check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02221,18,101.47,1836.5,One year,No,Credit card,1,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02222,63,35.51,2236.55,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,1
CUST-02223,47,100.4,4725.1,One year,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0
CUST-02224,57,88.67,5058.49,Month-to-month,No,Mailed check,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02225,45,74.7,3383.97,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,1
CUST-02226,33,89.35,2962.09,Two year,DSL,Credit card,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0
CUST-02227,17,60.03,1024.37,One year,Fiber optic,Mailed check,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST-02228,70,32.12,2278.77,Month-to-month,No,Credit card,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02229,4,85.91,352.05,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,1
CUST-02230,20,71.52,1456.5,Two year,Fiber optic,Bank transfer,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST-02231,47,83.22,3923.48,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,1
CUST-02232,15,52.48,750.36,Month-to-month,DSL,Mailed check,0,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,1
CUST-02233,70,110.5,7761.1,One year,Fiber optic,Credit card,0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,0
CUST-02234,47,77.91,3664.47,One year,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0
CUST-02235,9,26.71,239.35,One year,No,Credit card,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,1
CUST-02236,16,63.88,1027.71,One year,No,Electronic check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,1
CUST-02237,69,95.15,6558.45,One year,Fiber optic,Electronic check,0,No,No,Yes,No,No,Yes,No,Yes,No,Yes,1
CUST-02238,61,99.0,6043.54,Two year,DSL,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,0
CUST-02239,10,68.45,672.66,One year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,0
CUST-02240,50,109.26,5488.49,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,No,No,No,Yes,No,No,Yes,0
CUST-02241,3,45.3,133.63,Month-to-month,DSL,Bank transfer,1,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1
CUST-02242,70,59.88,4183.95,One year,Fiber optic,Bank transfer,0,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,1
CUST-02243,51,109.66,5574.16,Two year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0
CUST-02244,19,109.42,2084.36,Month-to-month,DSL,Mailed check,1,No,No,Yes,Yes,No,No,No,No,Yes,No,1
CUST-02245,42,87.94,3697.22,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1
CUST-02246,35,105.62,3704.47,Two year,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02247,46,27.05,1223.75,One year,Fiber optic,Electronic check,0,No,No,No,No phone service,No,Yes,No,No,Yes,No,1
CUST-02248,26,106.23,2729.96,Month-to-month,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02249,69,50.7,3510.81,One year,No,Mailed check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
CUST-02250,64,36.19,2345.85,Two year,Fiber optic,Bank transfer,1,Yes,No,No,No phone service,No,Yes,No,Yes,No,Yes,0
CUST-02251,37,42.42,1549.01,Two year,DSL,Bank transfer,0,No,No,Yes,No,Yes,No,No,Yes,No,No,0
CUST-02252,49,60.63,3002.66,One year,No,Credit card,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,0
CUST-02253,21,43.62,921.7,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0
CUST-02254,64,50.7,3244.66,Two year,DSL,Electronic check,0,No,No,Yes,No,Yes,No,Yes,Yes,No,No,0
CUST-02255,5,31.77,150.9,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,1
CUST-02256,70,48.21,3347.01,Two year,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0
CUST-02257,4,76.37,325.23,Month-to-month,DSL,Credit card,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1
CUST-02258,39,63.07,2444.22,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1
CUST-02259,35,53.37,1852.35,Month-to-month,Fiber optic,Mailed check,1,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,1
CUST-02260,1,94.14,113.98,Month-to-month,DSL,Credit card,0,Yes,Yes,No,No phone service,Yes,No,Yes,No,Yes,No,0
CUST-02261,24,109.14,2581.7,One year,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,1
CUST-02262,57,95.19,5395.36,Two year,DSL,Mailed check,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,0
CUST-02263,70,51.86,3629.84,One year,Fiber optic,Credit card,0,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,0
CUST-02264,41,93.93,3857.0,Two year,Fiber optic,Credit card,0,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,0
CUST-02265,54,33.5,1818.69,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,No,Yes,No,Yes,Yes,No,No,0
CUST-02266,46,31.29,1433.3,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,0
CUST-02267,60,53.25,3245.61,Two year,DSL,Mailed check,0,Yes,No,No,No phone service,Yes,No,No,No,Yes,No,0
CUST-02268,60,100.39,6018.84,One year,DSL,Credit card,1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1
CUST-02269,57,43.13,2453.79,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,No,Yes,Yes,No,No,No,0
CUST-02270,31,24.45,742.01,One year,DSL,Bank transfer,0,No,No,Yes,No,Yes,No,Yes,No,No,Yes,0
CUST-02271,24,31.43,756.8,One year,DSL,Mailed check,0,Yes,Yes,Yes,No,No,No,No,No,No,Yes,0
CUST-02272,36,105.59,3813.54,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No phone service,Yes,Yes,No,Yes,Yes,No,0
CUST-02273,30,82.65,2503.57,Two year,DSL,Bank transfer,1,No,No,No,No phone service,No,No,Yes,Yes,No,Yes,0
CUST-02274,24,43.83,1022.13,Two year,Fiber optic,Mailed check,0,No,No,Yes,No,No,No,Yes,No,No,Yes,0
